star_id,ra,dec,pmra,epmra,pmdec,epmdec,plx,eplx,mz,ez,my,ey,mj,ej,mh,eh,mk,ek,probability,cluster
7150,246.763029873613,-49.1599191756162,2.11478614807129,0.0347296632826328,-4.3305287361145,0.0264004226773977,0.890709221363068,0.0315724462270737,16.9293003082275,0.0182288321033204,16.3521995544434,0.0162327086935278,13.775899887085,0.0151686972038017,13.4033002853394,0.0182288321033204,13.3064002990723,0.0151990193421573,1,NGC_6134
7151,246.740148085392,-49.1771327198199,1.99953770637512,0.0191342607140541,-4.49281597137451,0.0136303994804621,0.875465929508209,0.017240796238184,,0.0193248871318632,,,12.1975841693878,0.0388762511751014,11.9660404491425,0.0193248871318632,11.8550538494998,0.0229360180971084,1,NGC_6134
7152,246.796575047937,-49.1637502642661,2.50479531288147,0.0844857767224312,-4.55641937255859,0.0558888502418995,0.898934900760651,0.0671487301588058,,,19.7411994934082,,14.9497995376587,0.0181701423617774,14.426899861828,,14.2463998314755,0.0180840418373668,1,NGC_6134
7153,246.828724744452,-49.1600361644046,2.18703413009644,0.0180751588195562,-4.40263748168945,0.0121355867013335,0.874646067619324,0.0151108931750059,,0.0216849164304738,,0.0163925626182182,11.883131841426,0.0272033477365945,11.6510999107361,0.0216849164304738,11.5515651994458,0.0291777661548545,1,NGC_6134
7154,246.842590138614,-49.1580216913639,2.28228044509888,0.094382032752037,-4.19942283630371,0.062498215585947,0.807059526443481,0.0702349618077278,,0.0201955617720493,18.9899005889893,0.0172553244625838,14.684700012207,0.0165608335656049,14.0818996429443,0.0201955617720493,13.9434003829956,0.01711277862698,1,NGC_6134
7155,246.846625522204,-49.1605469742535,2.19349527359009,0.0348885804414749,-4.44978189468384,0.0236248411238194,0.867784917354584,0.0284477043896914,,0.0183525942482167,,0.0153022087602511,13.4413995742798,0.0151837798885816,13.1049995422363,0.0183525942482167,13.0138998031616,0.0150464041241972,1,NGC_6134
7156,246.822730590692,-49.1760940965092,1.74837505817413,0.0280685219913721,-4.37487077713013,0.0183399263769388,0.874411344528198,0.023117620497942,,0.0183281507388237,,0.0152988061890439,13.0037002563477,0.0153218032521497,12.6892995834351,0.0183281507388237,12.5860996246338,0.0150590392789255,1,NGC_6134
7157,246.761742153581,-49.2009535696191,2.2820086479187,0.0766177773475647,-4.58733987808228,0.0501806363463402,0.77653306722641,0.059863205999136,,0.019651582687575,,0.0171559896052906,14.7075004577637,0.0166303073895266,14.2587995529175,0.019651582687575,14.1055002212524,0.0171117121767011,1,NGC_6134
7158,246.78686684984,-49.1934849289484,2.17610955238342,0.131546229124069,-4.63951063156128,0.0917401388287544,0.781240582466125,0.106439746916294,,0.0226597518526674,,0.0195201757619336,15.2687997817993,0.0191042870999256,14.6461000442505,0.0226597518526674,14.4301996231079,0.0197554355581701,1,NGC_6134
7159,246.584351678264,-49.2071082835368,2.03485155105591,0.047284834086895,-4.20397281646729,0.0369788631796837,0.889478206634521,0.041828952729702,18.1040992736816,0.0190994875737112,17.6604995727539,0.0166492343699,12.3271744623476,0.0227170465933183,12.0002599414563,0.0190994875737112,11.9943264121591,0.0200297290243729,0.98,NGC_6134
7160,246.585512440057,-49.2183022186209,2.09718942642212,0.06467504799366,-4.47863674163818,0.0481446534395218,0.915294289588928,0.0547673925757408,,0.0202533412475403,19.0233001708984,0.0181214443088961,14.5315999984741,0.0170575800925482,14.2053003311157,0.0202533412475403,13.9170999526978,0.0171964882067613,0.9,NGC_6134
7161,246.630200004476,-49.2037630199107,2.02007794380188,0.0797379612922668,-4.52447843551636,0.0607153885066509,0.83510422706604,0.065756618976593,,0.0196382420438135,,0.0167785471739395,14.5392999649048,0.0160803852036879,13.9490003585815,0.0196382420438135,13.7637996673584,0.0165120991553583,1,NGC_6134
7162,246.657330436297,-49.1882959576565,2.24164271354675,0.177711591124535,-4.38377618789673,0.135946810245514,0.793706059455872,0.1462731808424,,0.026528797729768,19.1686992645264,0.0233624527455282,15.6955995559692,0.021647063065037,15.0193996429443,0.026528797729768,14.8141002655029,0.0224087725473738,1,NGC_6134
7163,246.585482148634,-49.2199205124357,2.263516664505,0.0181816183030605,-4.53076505661011,0.0132127497345209,0.888232588768005,0.0156341586261988,,,18.7343006134033,,11.8761039276123,0.026889161892096,11.5942403030395,,11.4854134088374,0.0325601137514154,1,NGC_6134
7164,246.553930878029,-49.239697268868,2.20558953285217,0.031329195946455,-4.46614122390747,0.0243464391678572,0.896803855895996,0.028020616620779,,0.0183597042060396,,0.0153689717814543,13.4657001495361,0.0152450938550001,13.1445999145508,0.0183597042060396,13.0194997787476,0.0150496132277339,1,NGC_6134
7165,246.735501068441,-49.2092939641795,2.1372504234314,0.0372797772288322,-4.34635162353516,0.0248387064784765,0.847723543643951,0.0301808305084705,,0.0183292363203577,19.8412990570068,0.0163047175083722,13.5994997024536,0.0152999098935066,13.2756996154785,0.0183292363203577,13.1405000686646,0.0149389868923262,1,NGC_6134
